,Unnamed: 0,quoteID,quotation,speaker,qids,date,numOccurrences,urls,phase,speaker_prob,url_countries,disaster
8703,32708,2014-12-31-041132,"Right now it's just sickness. Nothing urgent. With everything going on we don't want to have him around the team because of how he's feeling,",John Hynes,Multiple,2014-12-31 04:12:08,1,['http://timesleader.com/news/penguins-sports/50950570/Kuhnhackl-relishes-role-as-the-shot-blocker'],E,0.6252,['US'],1
14772,156905,2017-12-11-095324,"The government's claim that a federal judge does not even have the authority to determine if a U.S. citizen who has been imprisoned for nearly three months wants to challenge his detention is unprecedented, and completely unsupportable,",None,,2017-12-11 05:00:00,4,"['http://www.dailytribune.com/general-news/20171211/us-judge-to-question-nearly-3-month-detention-of-unnamed-american-isis-suspect'
 'http://www.macombdaily.com/general-news/20171211/us-judge-to-question-nearly-3-month-detention-of-unnamed-american-isis-suspect'
 'http://www.themorningsun.com/general-news/20171211/us-judge-to-question-nearly-3-month-detention-of-unnamed-american-isis-suspect'
 'http://www.lmtonline.com/news/article/U-S-judge-to-question-nearly-3-month-detention-12421149.php']",E,0.8973,['US'],1
14569,91261,2017-07-30-022284,I didn't know what had happened. But my expectation when I jumped was that it was safe.,Steven Martin,Multiple,2017-07-30 09:56:19,1,['http://www.newsandstar.co.uk/news/I-expected-Gelt-Gladiator-event-to-be-safe-0ec7d206-db83-43d2-b702-f674f12b1187-ds'],E,0.7147,['UK'],1
20782,120444,2020-04-04-017702,"It's hard to imagine anything worse during the spread of a virus than taking away health care if people get sick. Republicans have never had a way of justifying their plans that take away health care but now that costs are, sadly, more real,",Jesse Ferguson,Q1688150,2020-04-04 14:00:11,2,"['https://abc17news.com/news/politics/national-politics/2020/04/04/trump-passes-the-buck-as-deadly-ventilator-shortage-looms-2/'
 'https://ktvz.com/politics/2020/04/04/trump-passes-the-buck-as-deadly-ventilator-shortage-looms-2/']",E,0.8026,['US'],1
12003,88885,2015-03-30-075648,"Throughout the U.S., pets now accompany their people during disasters, and fewer animals are entering shelters overall. Together, we're truly solving these problems.",None,,2015-03-30 05:00:00,1,['http://www.humanesociety.org/news/news/2015/03/animal-care-expo-returns.html'],E,0.6758,['US'],1
15162,137387,2017-06-28-106228,the situation has become unsustainable.,None,,2017-06-28 17:25:45,7,"['https://sg.news.yahoo.com/italy-threatens-shut-ports-foreign-boats-saving-migrants-172545805.html'
 'http://au.news.yahoo.com/world/a/36195616/italy-threatens-to-shut-ports-to-foreign-boats-saving-migrants/'
 'http://www.newsmax.com/TheWire/italy-closing-ports-migrants/2017/06/28/id/798814'
 'http://www.enca.com/world/italy-threatens-to-shut-ports-to-foreign-boats-saving-migrants'
 'http://www.themalaymailonline.com/world/article/italy-threatens-to-shut-ports-to-foreign-boats-saving-migrants'
 'http://www.firstpost.com/world/italy-threatens-to-block-ports-to-foreign-ships-carrying-rescued-migrants-calls-situation-unsustainable-3756131.html'
 'http://www.thejournal.ie/migrants-3469264-Jun2017/']",E,0.9114,['IN' 'SF' 'US' 'EI' 'MY'],1
7715,152135,2013-05-21-060075,"Southern California waters will be the focus of our study, in part because our state has the highest reported incidence of polybrominated chemicals in human breast milk in the world.",Bradley Moore,Q56612694,2013-05-21 07:00:00,4,"['http://scrippsnews.ucsd.edu/Releases/?releaseID=1357'
 'http://www.universityofcalifornia.edu/news/article/29526'
 'http://ucsdnews.ucsd.edu/pressrelease/new_center_targets_ocean_contaminants_and_human_health'
 'http://www.newswise.com/articles/view/603360/?sc=rsla']",D,0.7486,['US'],1
18688,35562,2019-09-10-092293,"These drugs are insidious and bring with them a plethora of other societal issues, including increased weapons and violent crime. While these two investigations and subsequent arrests certainly highlight the excellent work of our investigators, they also underscore the increasing importance of our relationship with the public.",Pierre Blais,Multiple,2019-09-10 16:45:00,2,"['http://edmonton.ctv.ca/810k-in-drugs-guns-seized-in-edmonton-1.4586428'
 'http://edmonton.ctv.ca/810k-in-drugs-guns-seized-in-edmonton-1.4586428?autoPlay=true']",E,0.8915,['CA'],1
17443,86813,2018-07-31-084709,"The undemocratic suppression of a peaceful demonstration has strengthened the resolve of the Congress to oust the JD (U) - BJP alliance from power in the state which has displayed its incompetence in the horrific Muzaffarpur episode,",None,,2018-07-31 10:36:51,1,['https://www.firstpost.com/india/muzaffarpur-shelter-home-rape-case-national-students-union-of-india-protesters-lathi-charged-in-bihar-4859221.html'],E,0.7492,['IN'],1
10716,162312,2015-02-06-072129,"the federal government emptied the account, totaling $446,651.11.",None,,2015-02-06 20:50:00,2,"['http://www.thenewamerican.com/usnews/politics/item/20063-black-caucus-rips-rand-paul-for-opposing-ag-nominee-lynch'
 'http://www.thenewamerican.com/usnews/crime/item/20508-forfeiting-property-rights-in-the-name-of-fighting-crime']",E,0.8998,['US'],1
20142,23660,2019-03-06-080310,She claimed that she saw his murder in a vision...,Gina Barton,Q50083128,2019-03-06 00:00:00,1,['https://www.wuwm.com/post/unsolved-continues-exploring-potential-suspects-wisconsin-priests-1998-murder'],E,0.9258,['US'],1
8311,94811,2013-01-14-049057,"sheds light on citizens' desperation with organized crime and the absence of a response from the authorities,",? ngel aguirre rivero,Q606034,2013-01-14 02:52:54,1,['http://axisoflogic.com/artman/publish/Article_65305.shtml'],C,0.7011,['US'],1
13611,8443,2017-11-18-013790,"four percent of the water that gets here,",Frederick Barber,Q5494529,2017-11-18 00:01:49,1,['http://www.naplesnews.com/story/news/local/2017/11/17/hurricane-irma-panel-bonita-discusses-flooding-fema-housing/875254001/'],E,0.8534,['US'],1
19929,179807,2019-02-05-079160,stop rewarding terrorist who kill Israelis.,Jason Greenblatt,Q27829154,2019-02-05 16:23:00,1,['https://www.jpost.com/Middle-East/Greenblatt-PA-officials-face-off-in-form-of-Twitter-diplomacy-579744'],E,0.5845,['IS'],1
10406,207889,2015-07-19-061481,"unsuccessful not in deterring Iran from accessing or gaining nuclear weapons, which Iran has said since the beginning it did not want, but unsuccessful in its ability to hurt or destroy Iran.",Brian Becker,Q23302702,2015-07-19 19:15:03,1,['http://defence.pk/posts/7406758/'],E,0.6628,['PK'],1
16526,65009,2018-10-24-150732,"What I'm concerned about is how this can affect Lawrence General (Hospital), how this can affect Lowell General (Hospital),",None,,2018-10-24 03:33:36,1,['http://www.lowellsun.com/breakingnews/ci_32226565/finegold-espinola-debate-dracut'],E,0.6638,['US'],1
7872,152281,2013-06-22-037079,We also conceded [ an ] early goal. That created a lot of problems for us. We finished the game stronger and that is positive.,Sellas Tetteh,Q1355531,2013-06-22 16:58:22,3,"['http://www.bbc.co.uk/sport/0/football/23016965'
 'http://ghanasoccernet.com/ghana-and-nigeria-seek-to-revive-fortunes-at-the-u-20-world-cup/'
 'http://www.vanguardngr.com/2013/06/flying-eagles-will-qualify-obuh/']",D,0.6238,['GH' 'UK' 'NI'],1
19645,127294,2019-05-08-060774,"I've had some people say `why did it take three vehicles on this traffic stop' . We're there to back one another up because we never know what's going to happen,",Donald Thomas,Multiple,2019-05-08 02:26:30,2,"['http://www.wlox.com/2019/05/08/police-officers-attending-conference-biloxi-are-reminded-daily-dangers/'
 'https://www.wcbi.com/police-officers-around-mississippi-reminded-daily-dangers/']",E,0.8133,['US'],1
8620,224400,2013-05-30-031247,"I took prior permission to stay in US beyond May 23. I had a meeting with an eye-specialist and I had got the permission to stay there till May 29,",Sushil Kumar,Multiple,2013-05-30 02:03:24,1,['http://ibnlive.in.com/news/naxal-attack-shinde-defends-his-us-stay-to-visit-chhattisgarh/395061-3-235.html'],D,0.5803,['IN'],1
829,145662,2009-09-11-018992,he was unaware the vehicle was drifting onto the hard shoulder. the inference from the tachograph chart was that he had not reacted.,frank schade,Q4120452,2009-09-11 08:14:18,1,['http://eadt.co.uk/content/eadt/news/story.aspx?brand=EADOnline&category=News&tBrand=EADOnline&tCategory=News&itemid=IPED10%20Sep%202009%2020%3A43%3A40%3A773'],A,0.4236,['UK'],1
18062,59124,2018-04-04-107741,"The big Caravan of People from Honduras, now coming across Mexico and heading to our `Weak Laws' Border, had better be stopped before it gets there. Cash cow NAFTA is in play, as is a foreign aid to Honduras and the countries that allow this to happen. Congress MUST ACT NOW!",Donald Trump,Multiple,2018-04-04 11:29:44,1,['https://www.mid-day.com/articles/donald-trump-plans-to-deploy-military-forces-at-us-mexico-border/19280168'],E,0.7309,['IN'],1
8810,107980,2014-10-22-062924,"Our hospitals continually work to ensure they are prepared for all types of infectious diseases, including Ebola,",Geoff Thomas,Multiple,2014-10-22 11:37:04,1,['http://news-sentinel.com/apps/pbcs.dll/article?AID=/20141022/NEWS/141029902/1005/ARTSMUSIC'],E,0.6228,['US'],1
16609,36773,2018-10-23-104267,The organization for the Saif Ali event was handled by president Jayesh Modi. So I am not aware what happened regarding the bouquet issue.,Kamlesh Patel,Multiple,2018-10-23 00:49:36,1,['http://www.ahmedabadmirror.com/ahmedabad/others/karnavati-secy-fazed-by-lack-of-flower-power/articleshow/66322906.cms'],E,0.7176,['IN'],1
584,137042,2009-10-07-068064,sea of heartbreak (ft. bruce springsteen),rosanne cash,Q462289,2009-10-07 13:44:38,1,['http://pastemagazine.com/articles/2009/10/rosanne-cash-the-list-manhattan-records.html'],A,0.6031,['US'],1
14146,65255,2017-07-28-118103,"The operational GFS had a very high amount in southeastern Colorado, southwestern Kansas... that was actually very high. But over the Front Range, where a lot of the highest totals were received, it was much too low,",None,,2017-07-28 11:41:10,1,['http://9news.com/weather/weather-colorado/new-flash-flood-model-built-out-at-csu/460300898'],E,0.5869,['US'],1
2225,196463,2010-09-16-096298,"there are sanctuaries and training camps in our countries. militants are not coming from ivory coast, they are coming from our lands,",hamid karzai,Q43944,2010-09-16 07:21:55,5,"['http://newkerala.com/news2/fullnews-42565.html'
 'http://in.news.yahoo.com/139/20100916/874/twl-karzai-castigates-pakistan-for-provi.html'
 'http://feeds.bignewsnetwork.com/?sid=685586'
 'http://therearenosunglasses.wordpress.com/2010/09/16/karzai-castigates-pakistan-for-providing-refuge-to-terrorists/'
 'http://defence.pk/forums/strategic-geopolitical-issues/72958-karzai-castigates-pakistan-providing-refuge-terrorists.html']",C,0.6111,['PK' 'IN' 'US'],1
1702,73779,2009-02-18-024255,"i lost a teammate and my very good friend, he went much too soon at 57.",lawrence taylor,Q963129,2009-02-18 19:07:04,2,"['http://sports.outsidethebeltway.com/2009/02/ny-giants-pro-bowl-linebacker-brad-van-pelt-dies-of-heart-attack-at-57/'
 'http://sports.outsidethebeltway.com/tag/cleveland-browns/']",A,0.2729,['US'],1
14623,119024,2017-04-11-016920,"Charanjeet Singh Charni, a Hoshiarpur-based transporter hired the accused to kill Satnam,",None,,2017-04-11 11:53:00,1,['http://www.hindustantimes.com/punjab/wanted-criminal-rinda-behind-contract-killing-of-hoshiarpur-sarpanch-in-chandigarh/story-OcNspn2zuHf6StKpx7QxaK.html'],E,0.8147,['IN'],1
748,194882,2009-05-28-014444,"foreign minister yang agreed with us that north korea's actions are wrong and that there need to be consequences. and, china will support a, `measured' response that is now being negotiated in new york,",john kerry,Multiple,2009-05-28 13:12:59,1,['http://voanews.com/english/2009-05-28-voa14.cfm?rss=topstories'],A,0.4799,['US'],1
8899,167542,2014-06-03-069252,"These Americans were invited by a local Honduran government as part of a humanitarian mission,",None,,2014-06-03 03:23:15,2,"['http://www.philly.com/r?19=961&43=165761&44=261609701&32=3796&7=195202&40=http://www.philly.com/philly/news/20140603_Sailor_stuck_in_Honduran_jail_is_Doylestown_native.html'
 'http://www.philly.com/r?19=961&43=167721&44=261609701&32=3796&7=195372&40=http://www.philly.com/dailynews/local/20140603_Sailor_stuck_in_Honduran_jail_is_Doylestown_native.html']",E,0.6052,['US'],1
1984,127598,2009-12-17-107604,"with a real tree, you have to throw it out, you got ta make sure it don't catch fire, you have to water it; it drops needles,",princess anne,Q151754,2009-12-17 22:08:04,1,['http://hamptonroads.com/2009/12/important-holiday-tree-decision'],A,0.5168,['US'],1
11567,11245,2015-09-11-136913,"We have to stop the violence yes, but before we can even work together as a family, we've got to deal with a natural enemy that is attacking us every day,",Ava Muhammad,Q4827388,2015-09-11 07:43:31,1,['http://northdallasgazette.com/2015/09/08/the-martyrdom-of-emmett-louis-till/'],E,0.8197,['US'],1
2905,52347,2010-12-16-079089,"thousands of local government workers face having their christmas ruined by redundancy notices,",brendan barber,Q2924417,2010-12-16 11:17:44,2,"['http://foreign.peacefmonline.com/news/201012/117802.php'
 'http://pod3media.wordpress.com/2010/12/18/111-focus-on-britain-pending-blog/']",C,0.5929,['US' 'GH'],1
8834,128894,2014-04-14-076418,"We will also be looking at how our aid programme can support the long-term recovery and reconstruction effort in Solomon Islands following the floods earlier this month,",Murray McCully,Q58291,2014-04-14 11:41:37,4,"['http://pacific.scoop.co.nz/2014/04/new-high-commissioner-to-solomon-islands/'
 'http://pacific.scoop.co.nz/2014/04/new-high-commissioner-to-solomon-islands-2/'
 'http://www.scoop.co.nz/stories/PA1404/S00249/new-high-commissioner-to-solomon-islands.htm'
 'http://www.scoop.co.nz/stories/PA1404/S00250/new-high-commissioner-to-solomon-islands.htm']",D,0.9255,['NZ'],1
13414,141673,2016-09-04-003984,"any effort focused on mental health treatment because many of the recent mass shooting incidents (were) done by someone who is mentally ill,",None,,2016-09-04 23:27:46,2,"['http://redlandsdailyfacts.com/government-and-politics/20160904/why-john-mcmahon-stan-sniff-and-other-sheriffs-oppose-gun-control'
 'http://dailybulletin.com/government-and-politics/20160904/why-john-mcmahon-stan-sniff-and-other-sheriffs-oppose-gun-control']",E,0.6045,['US'],1
18631,172935,2019-05-02-064254,lead to an early resolution,Michael Snow,Multiple,2019-05-02 10:59:07,2,"['http://www.smh.com.au/world/i-refuse-to-be-extradited-for-doing-journalism-assange-tells-court-20190502-p51jlp.html'
 'https://www.watoday.com.au/world/europe/i-refuse-to-be-extradited-for-doing-journalism-assange-tells-court-20190502-p51jlp.html?ref=rss&utm_medium=rss&utm_source=rss_feed']",E,0.919,['AS'],1
9132,166840,2014-01-10-016365,"he had overthrown Unity State's acting governor, Joseph Nguen Monytuel, after he was involved in plot to assassinate him.",None,,2014-01-10 09:52:07,2,"['http://www.counterpunch.org/2014/01/10/the-political-struggle-in-south-sudan/?utm_source=rss&utm_medium=rss&utm_campaign=the-political-struggle-in-south-sudan'
 'http://rinf.com/alt-news/breaking-news/the-political-struggle-in-south-sudan/']",D,0.6948,['US'],1
2665,41204,2010-09-04-041344,"the complete motown singles, vol. 6: 1966",queen of soul,Q125121,2010-09-04 14:52:00,1,['http://blogs.myspace.com/index.cfm?fuseaction=blog.view&friendId=79430924&blogId=538854645'],C,0.5222,['US'],1
117,58996,2008-09-24-000479,a government willing to persecute its own people can only be viewed as even more dangerous if armed with nuclear weapons.,mahmoud ahmadinejad,Q34448,2008-09-24 01:36:23,1,['http://foxforum.blogs.foxnews.com/2008/09/22/ajafarzadeh_0923'],A,0.5274,['US'],1
13682,52413,2017-09-13-155925,This hotline will serve as a helpful tool for victims of the storm to receive the most up to date information for their child's education. I thank Commissioner Morath and the Texas Education Agency for their work to ensure the students of the hardest hit areas of Texas are well taken care of in their time of need.,Greg Abbott,Multiple,2017-09-13 10:11:58,1,['http://www.12newsnow.com/weather/harvey/texas-expands-telephone-hotline-for-parents-to-get-school-information-following-hurricane-harvey/474561525'],E,0.8626,['US'],1
626,103653,2009-01-31-000807,"after i resumed my journey, i tried to meet the baba but no one had heard of any pilgrim centre in a 10-km radius. there is truly a superpower that guides us.",amandeep singh,Multiple,2009-01-31 04:58:41,1,['http://twocircles.net/2009jan30/year_cycling_across_india_save_youth_drugs.html'],A,0.5577,['IN'],1
19099,79327,2019-11-25-022240,"He knew exactly what the risks were when he was doing that, what the dangers were, and just ignore them and failed to abide by the rules of the road. That's exactly what wanton murder is and what the jury convicted him of,",None,,2019-11-25 23:13:49,1,['https://www.wkyt.com/content/news/Gov-Bevin-pardons-man-convicted-of-murder-after-crash-in-Laurel-County-565446961.html'],E,0.8837,['US'],1
19219,61081,2019-07-31-081741,"We focus specifically on the cerebellum because in a previous study we had seen that THC produced inflammation in this area, leading to deficits in motor coordination, and we wanted to find out if it also occurred by endogenously increasing the endocannabinoids,",Andrés Ozaita,Q56507654,2019-07-31 11:19:58,1,['https://medicalxpress.com/news/2019-07-paradoxical-proinflammatory-effect-endocannabinoids-brain.html'],E,0.5682,['US'],1
18633,159043,2019-12-23-070304,We are foreign prisoners in Shanghai Qingpu prison China. Forced to work against our will. Please help us and notify human rights organization.,None,,2019-12-23 00:00:00,45,"['https://www.airdrieecho.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.brantfordexpositor.ca/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.chathamdailynews.ca/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.clintonnewsrecord.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.cochranetimes.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.delhinewsrecord.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.devondispatch.ca/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.edmontonexaminer.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.edsonleader.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.fairviewpost.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.fortmcmurraytoday.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.gananoquereporter.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.highrivertimes.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.hintonparklander.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.kenoradailyminerandnews.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.lacombeglobe.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.leducrep.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.mayerthorpefreelancer.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.mitchelladvocate.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.nugget.ca/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.pinchercreekecho.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.recorder.ca/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.saultthisweek.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.seaforthhuronexpositor.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.sherwoodparknews.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.shorelinebeacon.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.simcoereformer.ca/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.stratfordbeaconherald.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.stthomastimesjournal.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.thechronicle-online.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.thelondoner.ca/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.thepost.on.ca/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.timminspress.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.timminstimes.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.wallaceburgcourierpress.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.whitecourtstar.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://www.woodstocksentinelreview.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://o.canada.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://thestarphoenix.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/0bed4eb5-08a9-4bed-931b-9cfe11d5144d'
 'https://calgaryherald.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers'
 'https://calgaryherald.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/23d454b6-2736-4973-80ca-e494d23b91c4'
 'https://theprovince.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/e341a601-c567-4c5b-a753-fd02bc34079b'
 'https://vancouversun.com/news/world/girl-opens-tesco-christmas-card-finds-plea-for-help-from-chinese-prison-slave-labourers/wcm/5bedf0c2-62df-4f1b-9d6b-91b88d54891b'
 'http://www.msn.com/en-us/money/companies/china-denies-report-of-forced-labor-over-tesco-christmas-cards/ar-BBYffXN?srcref=rss'
 'https://www.washingtonexaminer.com/opinion/administration-officials-praise-trump-and-that-sends-the-media-over-the-edge-for-no-reason-at-all']",E,0.7651,['US' 'CA'],1
17524,64647,2018-11-24-024532,"In Paris things are evolving thanks to Marine Le Pen [ leader of French far-right party the National Rally ] who told protesters to go down to the Champs Elysees and about 5,000 people did so,",Christophe Castaner,Q1726930,2018-11-24 14:15:22,1,['http://huffingtonpost.co.uk/entry/paris-protests-police-pictures-video_uk_5bf946c7e4b0771fb6b90893?utm_hp_ref=uk-homepage'],E,0.9446,['UK'],1
2425,47614,2010-09-26-062485,"we've since learned through the police department and through the police report that it has not been verified that it was a gun shot at all,",james wilson,Multiple,2010-09-26 00:18:00,4,"['http://wtvm.com/Global/story.asp?S=13217724'
 'http://wsfa.com/Global/story.asp?S=13218100'
 'http://wsfa.com/story/13218100/curtis-mccloud-template-just-copy'
 'http://walb.com/Global/story.asp?S=13221797']",C,0.7474,['US'],1
2108,37720,2009-03-17-134960,"we demand that a cbi enquiry be conducted against deshmukh as a parliamentary panel on the issue has blamed the state government,",ramdas kadam,Q7289316,2009-03-17 09:31:27,2,"['http://thehindu.com/holnus/004200903171330.htm'
 'http://mid-day.com/news/2009/mar/170309-Wakf-land-row-Kadam-seeks-CBI-probe-against-Vilasrao.htm']",A,0.604,['IN'],1
6244,220064,2012-08-07-072690,"they will stay for a week in kashmir and will be stationed in srinagar. they had sought permission to tour the whole kashmir to meet the people but higher ups were not satisfied with their suggestions and informed them to remain confined to srinagar,",radha kumar,Q7280181,2012-08-07 15:23:54,1,['http://hillpost.in/2012/08/07/interlocutors-revisiting-kashmir-denied-permission-to-tour-the-entire-valley/47940/latest-news/shahid'],C,0.6566,['IN'],1
8381,105397,2013-08-29-008867,"But the thing is, we've got to have a clear strategy and this president needs to communicate to Congress, he needs to communicate to the American people. Let's do what we have to do to secure the innocent civilians and then, let's work on this long-term Middle-Eastern strategy,",Steven Palazzo,Q24230,2013-08-29 06:24:21,1,['http://wlox.com/story/23271014/usm-professor-says'],D,0.4644,['US'],1
15745,125510,2017-12-05-050680,"I urge you to start a peaceful protest to remove (President Petro) Poroshenko, you should not be afraid of anything,",Mikhail Saakashvili,Q43330,2017-12-05 11:14:00,3,"['http://www.dw.com/en/arrest-of-ex-georgian-president-mikhail-saakashvili-prompts-street-violence-in-kyiv/a-41654563?maca=en-rss-en-all-1573-rdf'
 'http://www.dw.com/en/supporters-of-mikhail-saakashvili-clash-with-police-in-kyiv-after-stopping-arrest/a-41654563?maca=en-rss-en-all-1573-rdf'
 'http://www.dw.com/en/arrest-of-ex-georgian-president-mikhail-saakashili-prompts-street-violence-in-kyiv/a-41654563?maca=en-rss_top_news-13961-xml-mrss']",E,0.5827,['GM'],1
4042,10925,2011-11-23-099160,"you get to see the storms come in, go out hiking in 'em, just like walking around in the woods in the wind and the rain, just walking around town,",randy young,Q16186570,2011-11-23 00:55:34,1,['http://kezi.com/news/local/231394'],C,0.6125,['US'],1
